pet_id,gender,breed,age,temperature,latitude,longitude,heartbeat,activity_level,ambient_temperature
796,1,3,5.2,38.69,53.33696,-6.24061,95.9,1,13.14
797,1,0,0.9,38.91,53.34832,-6.22481,136.35,3,12.81
798,1,1,1.4,38.18,53.34385,-6.2484,92.3,1,26.98
799,1,0,9.9,37.9,53.34093,-6.24701,130.53,3,21.69
800,1,0,8.0,40.64,53.341,-6.23328,78.6,0,20.06
801,0,1,10.6,38.36,53.34572,-6.23136,67.67,0,18.2
802,1,0,7.5,38.52,53.32563,-6.22914,103.21,0,16.47
803,1,2,14.8,38.29,53.33811,-6.22829,60.95,0,11.38
804,0,2,10.5,38.42,53.34018,-6.2438,65.42,0,10.29
805,1,2,5.2,40.85,53.32592,-6.25716,74.67,2,18.35
806,1,2,10.4,38.42,53.33005,-6.22334,139.42,1,23.98
807,1,0,7.2,38.82,53.33779,-6.25125,192.45,0,10.25
808,0,3,1.2,38.44,53.34617,-6.2284,105.81,1,5.48
809,1,1,6.7,38.72,53.34113,-6.22693,91.57,2,26.16
810,0,2,0.8,38.07,53.33387,-6.22354,38.35,0,24.71
811,0,0,5.1,38.08,53.33651,-6.24661,82.26,1,14.25
812,0,3,7.0,38.29,53.34685,-6.22621,140.42,1,20.41
813,1,3,4.8,36.29,53.3266,-6.25592,94.18,3,19.63
814,0,3,12.7,38.74,53.33739,-6.23437,126.54,0,19.13
815,0,0,7.6,38.6,53.34993,-6.22372,32.83,2,17.64
816,0,1,14.5,38.22,53.34383,-6.25519,199.06,2,15.05
817,0,2,1.4,40.71,53.34896,-6.23819,86.94,0,23.98
818,0,3,7.9,38.17,53.33108,-6.24472,66.06,2,22.77
819,0,1,12.4,39.92,53.33703,-6.24128,50.9,3,25.12
820,0,2,13.0,38.33,53.32467,-6.24994,75.85,0,19.12
821,1,3,13.1,38.15,53.34271,-6.23701,113.78,0,14.74
822,0,2,4.8,37.75,53.33544,-6.2529,106.12,2,28.62
823,1,1,0.9,38.91,53.32794,-6.22152,112.59,2,18.02
824,0,0,13.5,38.45,53.32078,-6.22603,86.28,1,17.41
825,1,2,6.5,38.83,53.32432,-6.23168,106.57,1,12.57
826,1,1,5.9,36.28,53.32218,-6.24175,106.32,1,18.44
827,1,2,7.9,38.84,53.33659,-6.25224,81.58,0,29.38
828,1,3,7.6,36.08,53.32922,-6.23964,71.29,1,11.66
829,1,1,2.3,39.11,53.32941,-6.23261,158.28,2,17.9
830,1,2,8.8,37.72,53.34671,-6.25178,50.36,2,20.1
831,0,2,6.1,38.69,53.34164,-6.2248,90.21,1,15.29
832,0,0,7.3,38.88,53.32402,-6.24158,173.8,2,14.65
833,0,2,3.7,37.79,53.32841,-6.23999,122.89,1,11.44
834,1,1,7.5,38.39,53.33774,-6.2275,56.56,1,8.42
835,1,3,9.4,38.75,53.33913,-6.23513,122.0,1,17.68
836,1,2,6.2,40.52,53.33389,-6.25701,65.87,1,12.12
837,0,2,1.3,38.66,53.33674,-6.24911,98.26,2,20.8
838,0,1,10.7,38.85,53.33469,-6.25701,112.62,2,11.32
839,0,0,15.0,37.84,53.33403,-6.22781,84.6,1,19.45
840,1,3,5.5,38.22,53.32111,-6.22329,49.57,0,19.01
841,0,3,3.9,40.75,53.3277,-6.24351,80.73,1,16.74
842,1,3,4.2,38.3,53.34353,-6.22328,184.35,1,26.26
843,1,0,5.8,38.08,53.3306,-6.23079,101.06,1,30.45
844,1,3,14.1,38.77,53.33405,-6.24622,99.04,0,16.57
845,1,3,14.5,38.43,53.32493,-6.22343,82.58,0,7.28
846,0,3,3.1,37.61,53.34398,-6.23217,106.6,0,22.11
847,0,0,12.6,38.47,53.33806,-6.22101,123.09,0,19.29
848,0,2,13.6,37.55,53.33543,-6.25145,109.52,1,20.08
849,1,0,13.7,37.67,53.32276,-6.23386,85.91,0,22.25
850,1,1,0.8,37.93,53.33926,-6.25841,52.01,2,14.54
851,0,2,4.2,39.07,53.32255,-6.22863,87.01,0,23.64
852,1,0,11.7,40.42,53.33407,-6.25622,89.63,0,18.0
853,1,1,10.2,38.48,53.3398,-6.24306,54.06,1,8.53
854,1,2,14.6,37.44,53.33858,-6.22654,35.25,2,14.2
855,0,3,9.1,39.99,53.34226,-6.25934,122.19,1,19.07
856,1,0,12.1,38.65,53.34977,-6.221,151.9,0,18.71
857,0,3,11.0,38.3,53.34173,-6.22165,80.25,2,13.34
858,1,0,4.2,38.47,53.3363,-6.23358,87.71,2,12.45
859,0,1,13.0,38.21,53.33552,-6.24266,112.14,0,17.2
860,0,0,7.6,38.41,53.33431,-6.25263,82.02,2,23.34
861,1,3,2.8,39.3,53.32466,-6.25751,64.96,0,9.48
862,0,3,2.1,39.13,53.33901,-6.25508,61.63,0,15.36
863,1,1,6.3,37.92,53.34726,-6.25813,75.15,0,21.2
864,1,3,9.1,38.03,53.3301,-6.24478,67.61,2,22.33
865,1,3,14.4,36.2,53.34541,-6.23276,138.21,1,22.41
866,0,3,7.0,36.41,53.33209,-6.2316,56.34,1,16.13
867,0,2,9.4,38.11,53.32317,-6.23287,71.87,1,27.43
868,1,1,4.6,38.44,53.33463,-6.22015,65.42,1,12.15
869,1,1,14.0,38.2,53.3335,-6.2504,138.25,1,14.87
870,0,3,1.1,38.83,53.32242,-6.2591,83.56,2,29.83
871,1,2,1.1,38.04,53.33443,-6.22681,134.25,2,18.75
872,0,3,5.1,38.39,53.322,-6.22158,170.53,1,10.31
873,1,2,8.4,38.06,53.32189,-6.24609,122.4,1,17.32
874,0,1,9.2,37.61,53.34851,-6.23525,97.12,1,18.84
875,1,0,1.2,36.13,53.33957,-6.25519,115.18,1,16.94
876,0,0,4.4,37.16,53.3247,-6.24983,153.66,0,20.48
877,0,2,9.0,39.01,53.3265,-6.25726,79.89,1,25.07
878,0,1,12.3,40.89,53.34604,-6.24996,181.98,0,20.29
879,1,0,2.1,38.93,53.3449,-6.22435,133.76,2,25.91
880,0,3,7.0,38.49,53.3234,-6.22996,158.99,0,27.11
881,0,1,14.4,38.55,53.32297,-6.22574,128.3,0,21.77
882,1,0,7.6,38.25,53.33075,-6.23479,89.86,2,15.88
883,0,2,6.1,38.15,53.322,-6.25358,46.02,2,20.43
884,1,3,11.0,38.63,53.34891,-6.24004,110.79,0,19.21
885,0,1,10.5,38.39,53.33012,-6.25978,113.17,0,17.14
886,0,2,6.7,38.3,53.33077,-6.25703,100.73,0,23.52
887,0,2,5.0,38.88,53.33011,-6.22223,136.97,2,29.99
888,0,3,8.3,38.83,53.32623,-6.23976,62.25,1,18.64
889,0,0,13.5,39.01,53.33601,-6.24671,84.74,1,17.52
890,0,0,13.9,38.04,53.33964,-6.24709,168.8,0,15.31
891,1,0,7.3,38.21,53.34139,-6.23986,57.51,1,27.78
892,0,2,0.8,38.52,53.34919,-6.23882,80.71,0,20.4
893,0,3,12.2,39.67,53.34853,-6.25118,183.6,2,23.27
894,0,3,5.2,38.08,53.34657,-6.24073,126.0,2,14.87
895,1,2,5.5,38.53,53.3328,-6.25056,128.93,2,28.03
896,1,1,12.9,37.43,53.34775,-6.22695,88.3,2,24.91
897,0,0,11.6,38.65,53.33207,-6.25776,116.29,1,17.83
898,0,3,3.7,38.59,53.3275,-6.24285,77.38,1,9.82
899,0,3,10.1,38.57,53.32933,-6.24124,84.15,1,17.1
900,1,3,7.6,38.2,53.32552,-6.24879,40.12,1,14.36
901,1,1,14.1,40.56,53.34638,-6.25866,103.45,1,18.92
902,0,2,14.5,39.66,53.33186,-6.2527,60.8,0,18.98
903,0,0,2.0,37.76,53.34555,-6.24254,112.91,0,17.33
904,0,2,8.6,36.43,53.34669,-6.23827,105.96,1,16.18
905,1,0,8.2,36.84,53.32888,-6.23915,63.47,3,25.84
906,0,3,3.6,38.7,53.32414,-6.22843,74.4,1,17.6
907,1,1,11.2,38.84,53.34158,-6.24847,97.05,1,21.04
908,0,2,6.4,38.31,53.32692,-6.22216,89.58,2,17.58
909,0,2,0.6,39.15,53.32843,-6.24662,98.39,1,32.92
910,0,1,13.1,38.08,53.34531,-6.22279,127.0,2,24.62
911,0,3,1.6,38.08,53.32636,-6.2441,76.34,1,18.96
912,1,2,3.8,38.63,53.32228,-6.22174,110.52,0,13.22
913,1,2,8.8,38.44,53.34238,-6.25365,61.76,1,27.72
914,0,3,5.9,40.44,53.34578,-6.23043,114.75,0,18.87
915,0,2,5.9,38.4,53.34139,-6.25209,66.32,0,15.42
916,0,3,0.9,38.14,53.33405,-6.2428,172.68,0,10.87
917,0,3,11.8,38.43,53.32694,-6.24199,92.66,2,19.65
918,1,1,7.7,38.3,53.33752,-6.22254,127.32,0,20.64
919,0,1,0.9,38.78,53.34552,-6.2318,105.39,1,14.1
920,1,1,8.6,38.56,53.33631,-6.24251,109.0,1,23.05
921,1,2,5.2,38.4,53.34433,-6.23159,53.94,1,26.59
922,0,2,6.3,38.44,53.33355,-6.24719,116.57,0,20.78
923,1,0,5.7,38.51,53.34516,-6.23358,92.16,2,16.15
924,0,0,11.9,40.67,53.33845,-6.22577,64.13,1,21.96
925,1,1,10.7,37.86,53.3348,-6.22192,77.93,2,14.59
926,1,1,0.6,37.67,53.34185,-6.23571,67.68,1,17.4
927,1,0,3.4,38.82,53.33737,-6.22783,84.01,0,17.64
928,1,2,7.1,40.79,53.32981,-6.25518,102.11,0,19.85
929,1,3,5.2,38.74,53.34569,-6.23934,71.12,0,21.76
930,1,2,7.3,37.81,53.32671,-6.23044,110.69,0,28.15
931,1,2,14.4,38.17,53.33973,-6.24804,80.69,2,10.64
932,0,2,4.5,39.09,53.33116,-6.25107,41.09,0,15.34
933,1,1,11.3,38.85,53.34016,-6.23282,93.99,0,15.49
934,1,0,0.6,37.99,53.32754,-6.2371,86.98,0,15.32
935,1,3,9.2,36.18,53.33381,-6.22896,63.7,3,20.22
936,1,0,2.5,37.61,53.33093,-6.23727,133.8,3,21.02
937,0,2,4.7,39.01,53.34278,-6.25742,96.7,0,18.7
938,1,0,4.2,38.25,53.33245,-6.25009,84.35,1,21.25
939,0,1,7.3,38.42,53.34477,-6.25415,81.59,2,18.07
940,0,0,12.2,38.57,53.3328,-6.22286,167.18,1,20.2
941,0,2,12.8,38.45,53.33554,-6.22956,62.71,2,13.94
942,1,3,10.2,38.24,53.33433,-6.2407,92.41,2,18.29
943,1,1,14.4,36.65,53.34502,-6.23138,63.86,0,25.25
944,0,0,13.3,40.26,53.33293,-6.23772,72.54,1,35.59
945,1,2,10.9,37.97,53.32596,-6.22667,86.67,1,16.29
946,1,0,7.7,40.76,53.33941,-6.25925,115.49,0,20.49
947,1,3,12.6,38.87,53.33778,-6.23443,81.89,1,25.16
948,0,2,7.4,38.2,53.33775,-6.22156,66.1,2,23.65
949,0,1,13.8,38.43,53.34493,-6.23865,197.39,0,14.7
950,0,3,8.1,38.56,53.32461,-6.22672,87.67,3,12.71
951,1,3,10.2,38.9,53.33699,-6.24261,109.48,2,16.78
952,1,0,14.9,38.34,53.33644,-6.25878,133.88,0,14.6
953,1,0,4.3,39.14,53.34449,-6.22729,162.74,0,20.19
954,0,2,3.6,38.37,53.33675,-6.22681,70.54,2,20.58
955,0,3,13.4,38.69,53.32207,-6.24582,34.67,2,12.9
956,0,3,7.5,38.87,53.32253,-6.23836,67.75,0,28.75
957,0,2,8.2,38.2,53.3201,-6.2329,124.81,1,20.32
958,1,1,11.1,38.02,53.33019,-6.23063,132.28,3,10.66
959,1,0,14.6,38.38,53.34582,-6.22741,194.91,2,18.98
960,1,2,9.8,38.04,53.34325,-6.23211,117.59,1,8.54
961,1,2,9.9,38.12,53.34308,-6.24064,182.34,0,16.87
962,1,0,11.0,37.4,53.32223,-6.25208,67.58,0,25.83
963,1,2,3.7,38.33,53.32493,-6.24057,176.7,0,25.2
964,1,0,9.3,37.66,53.32516,-6.23326,186.78,0,30.54
965,1,3,5.7,38.69,53.33266,-6.25293,85.48,0,10.83
966,0,0,7.8,38.24,53.3322,-6.25927,113.02,1,13.83
967,1,1,8.7,40.57,53.32294,-6.22615,86.01,3,23.3
968,0,2,1.7,38.33,53.34034,-6.23221,113.9,1,16.98
969,0,1,4.3,38.68,53.34407,-6.24742,102.92,0,14.6
970,0,1,6.4,38.28,53.33091,-6.22543,184.32,2,18.66
971,1,2,12.4,37.83,53.34518,-6.25498,127.04,1,14.74
972,1,3,8.2,39.59,53.33598,-6.22052,70.93,0,34.16
973,0,2,12.2,38.58,53.34935,-6.23841,118.79,2,8.09
974,1,3,7.0,38.24,53.32463,-6.24728,54.46,2,11.15
975,0,0,6.5,38.74,53.34219,-6.24314,89.05,0,31.08
976,1,1,7.0,39.22,53.34664,-6.23053,115.7,2,29.4
977,1,3,4.5,40.46,53.33386,-6.22496,174.65,1,16.99
978,1,3,1.7,38.23,53.32283,-6.23185,92.83,0,24.53
979,1,0,5.0,38.21,53.3428,-6.22886,118.32,1,15.65
980,1,3,9.7,38.36,53.33153,-6.22036,169.45,1,21.36
981,1,2,13.6,39.13,53.3431,-6.24846,191.82,0,14.96
982,1,0,3.5,38.82,53.3399,-6.22362,111.09,2,14.13
983,0,0,14.0,38.65,53.33846,-6.23013,116.05,0,22.76
984,1,2,4.2,38.77,53.33434,-6.22227,136.41,0,14.18
985,0,0,4.9,38.31,53.34667,-6.23502,103.98,0,13.73
986,0,1,14.6,38.79,53.33313,-6.24136,145.77,2,13.66
987,0,3,12.3,38.39,53.34598,-6.2396,94.23,3,22.65
988,1,3,9.9,38.66,53.32008,-6.23529,92.94,0,28.49
989,1,2,12.3,38.42,53.33546,-6.25277,127.39,0,26.78
990,0,3,5.2,38.01,53.33173,-6.23349,155.94,1,16.9
991,1,0,0.8,38.47,53.3487,-6.23173,117.64,2,28.44
992,1,1,3.9,38.68,53.34594,-6.22408,111.36,0,14.2
993,0,0,9.2,38.68,53.34541,-6.24628,53.9,0,10.55
994,1,1,12.8,38.4,53.34744,-6.23807,104.35,1,32.63
995,1,2,13.5,37.79,53.34653,-6.23487,75.98,0,11.89
996,0,2,0.8,37.98,53.33571,-6.22992,98.48,0,12.41
997,0,0,12.2,38.52,53.32273,-6.25085,91.72,2,17.45
998,0,2,4.1,37.72,53.32662,-6.24497,87.04,1,13.67
999,1,2,1.0,39.09,53.33466,-6.22691,73.47,1,22.54
1000,1,2,10.7,38.54,53.32494,-6.22857,89.46,0,30.75
1001,0,0,11.3,38.85,53.34949,-6.24693,96.71,0,17.3
1002,1,0,0.5,38.06,53.33362,-6.24118,174.78,1,14.94
1003,1,1,8.6,37.9,53.34523,-6.22621,99.64,0,24.09
1004,1,0,1.9,38.75,53.32584,-6.23093,60.67,3,12.77
1005,1,1,12.7,38.33,53.34925,-6.23387,95.33,2,19.33
1006,0,2,13.7,36.05,53.32397,-6.24091,108.99,2,17.36
1007,0,2,6.1,39.1,53.34026,-6.24504,188.67,1,24.29
1008,0,3,0.6,38.96,53.32755,-6.2575,94.47,3,19.61
1009,1,1,6.1,38.36,53.34402,-6.24865,67.33,0,32.51
1010,0,3,10.8,38.44,53.32911,-6.23552,106.21,0,15.61
1011,0,1,11.7,38.64,53.32388,-6.2226,72.12,2,24.98
1012,0,3,8.5,39.0,53.32903,-6.24954,102.56,0,19.22
1013,0,0,7.1,39.21,53.34219,-6.25012,63.89,1,17.83
1014,0,3,7.6,40.38,53.33699,-6.25218,81.6,1,15.88
1015,1,1,10.6,38.38,53.34035,-6.22242,79.52,0,21.88
1016,0,3,2.8,38.34,53.3399,-6.23937,99.26,2,23.84
1017,0,3,14.8,38.98,53.32225,-6.25275,76.34,2,16.64
1018,1,1,9.3,39.08,53.33697,-6.25524,75.83,0,25.75
1019,1,3,5.4,38.39,53.34719,-6.25041,59.83,0,12.85
1020,1,3,13.4,38.11,53.33813,-6.24824,116.29,0,25.64
1021,0,3,10.8,38.43,53.34491,-6.23976,70.24,1,16.31
1022,0,1,8.9,38.72,53.333,-6.25891,129.74,1,7.37
1023,1,3,3.9,38.11,53.32111,-6.23831,100.54,0,18.49
1024,1,2,14.4,38.45,53.32462,-6.23916,106.32,1,26.91
1025,1,0,9.8,37.89,53.32077,-6.24492,89.51,1,15.73
1026,0,3,6.3,38.66,53.3327,-6.2314,127.95,1,22.54
1027,1,2,5.7,38.27,53.34071,-6.24236,68.47,0,12.68
1028,0,0,6.4,38.98,53.33278,-6.2397,89.54,2,27.16
1029,0,2,2.2,38.47,53.34513,-6.24691,86.03,0,15.25
1030,0,1,8.6,37.93,53.3204,-6.247,113.5,0,15.67
1031,0,1,3.4,38.81,53.3439,-6.23918,65.86,0,24.27
1032,1,2,13.2,38.67,53.34588,-6.24348,68.06,3,21.04
1033,0,2,8.7,38.59,53.32368,-6.24089,51.2,0,15.07
1034,0,2,8.7,36.96,53.3422,-6.25865,83.79,1,16.54
1035,0,3,4.8,38.05,53.34574,-6.24631,88.67,0,24.39
1036,1,1,9.5,38.66,53.32473,-6.23316,99.46,0,17.97
1037,1,0,6.2,40.0,53.32293,-6.22341,84.31,1,16.12
1038,0,0,6.7,38.36,53.34861,-6.25222,112.05,0,19.56
1039,1,3,1.4,37.93,53.34076,-6.23713,126.59,0,18.98
1040,0,3,10.1,38.02,53.33047,-6.22832,86.86,0,20.15
1041,0,1,4.8,38.06,53.3395,-6.22967,98.04,0,12.77
1042,0,0,9.5,38.48,53.32484,-6.2329,119.39,3,15.51
1043,0,0,8.8,39.91,53.33086,-6.22688,82.77,0,18.96
1044,1,0,8.3,37.49,53.32676,-6.22684,122.7,1,19.17
1045,1,3,2.2,38.66,53.33069,-6.25444,99.69,0,17.23
1046,1,1,3.6,40.45,53.33501,-6.25129,69.94,2,18.04
1047,1,3,2.3,39.37,53.33913,-6.24189,73.63,0,19.49
1048,1,3,5.6,38.07,53.33976,-6.22719,82.96,3,19.58
1049,1,2,6.2,38.51,53.32142,-6.23765,62.37,0,15.35
1050,1,2,6.2,38.69,53.3362,-6.23843,167.77,0,20.34
1051,0,0,13.1,40.02,53.34024,-6.24653,77.78,2,15.91
1052,1,2,10.4,38.55,53.32989,-6.25665,36.76,2,26.8
1053,0,2,5.8,36.01,53.33456,-6.23743,168.23,0,26.15
1054,1,0,14.7,38.82,53.33251,-6.22502,61.04,0,16.84
1055,1,3,13.8,38.81,53.3226,-6.22731,85.48,1,10.65
1056,0,3,15.0,39.01,53.32958,-6.25833,78.18,0,24.85
1057,0,1,8.4,38.34,53.33497,-6.23966,40.79,0,16.76
1058,0,1,2.3,38.42,53.33229,-6.22539,87.73,1,20.96
1059,1,1,13.3,38.83,53.34135,-6.23195,134.24,0,21.32
1060,0,1,13.8,38.39,53.3259,-6.25288,68.89,2,11.72
1061,0,2,3.2,38.81,53.34108,-6.25671,131.58,2,26.11
1062,1,3,3.1,38.99,53.34076,-6.22285,73.74,0,19.29
1063,0,3,5.2,36.89,53.32035,-6.22379,105.63,1,17.26
1064,1,0,13.1,40.74,53.32557,-6.22411,68.98,2,15.31
1065,1,3,4.6,38.41,53.34656,-6.25024,75.55,0,18.97
1066,1,1,1.8,38.25,53.33567,-6.24782,130.36,1,18.68
1067,1,2,13.7,37.7,53.32706,-6.2219,88.31,3,22.46
1068,0,1,13.3,38.5,53.34706,-6.24287,104.07,0,24.17
1069,0,1,6.6,39.15,53.34907,-6.2509,76.44,0,9.17
1070,0,3,4.3,38.42,53.32612,-6.25316,60.69,0,12.14
1071,0,2,12.2,38.15,53.34974,-6.2275,120.27,1,24.08
1072,1,1,1.7,38.34,53.33923,-6.23238,112.96,1,22.56
1073,1,0,3.4,38.32,53.32147,-6.24526,88.34,3,15.92
1074,1,2,5.3,38.14,53.32374,-6.22922,107.9,1,21.23
1075,1,3,1.9,37.97,53.34905,-6.25696,70.3,1,16.53
1076,0,0,3.0,37.27,53.32067,-6.22284,116.92,0,20.12
1077,1,2,12.3,38.3,53.33162,-6.22856,78.96,2,24.57
1078,0,2,13.3,36.11,53.3284,-6.24434,54.44,1,19.42
1079,1,0,12.5,38.41,53.34068,-6.24929,88.32,0,7.4
1080,1,2,4.0,38.75,53.32696,-6.23022,59.91,1,19.31
1081,1,0,1.0,38.27,53.34916,-6.23726,68.68,2,5.43
1082,1,0,10.8,38.69,53.34816,-6.24224,112.04,0,23.39
1083,1,2,3.2,38.01,53.3322,-6.2482,88.49,0,20.42
1084,1,3,2.3,39.89,53.32209,-6.24495,52.53,2,26.46
1085,1,2,3.2,38.77,53.34147,-6.22791,105.29,0,14.35
1086,1,1,7.9,38.05,53.33841,-6.22609,105.02,0,17.02
1087,1,2,5.1,38.51,53.32514,-6.22413,124.01,0,22.04
1088,1,0,11.4,39.22,53.33662,-6.2327,150.09,0,9.0
1089,0,3,13.2,36.37,53.34974,-6.2333,116.06,3,21.93
1090,1,2,8.6,37.34,53.3222,-6.2317,71.0,1,20.64
1091,0,2,3.2,38.29,53.34886,-6.24294,96.88,2,9.89
1092,1,1,12.8,38.39,53.32723,-6.24605,86.9,0,23.83
1093,0,0,1.9,38.95,53.34153,-6.22918,98.7,3,21.63
1094,0,1,12.4,39.96,53.33067,-6.24145,159.29,2,13.25
1095,1,1,3.3,38.67,53.34455,-6.22191,75.63,0,22.5
1096,1,0,14.9,39.81,53.34641,-6.23772,58.86,1,20.42
1097,0,1,6.0,38.45,53.34146,-6.24448,96.43,2,15.4
1098,0,2,2.1,38.87,53.34315,-6.25397,100.44,0,12.16
1099,0,0,11.4,38.75,53.33272,-6.23152,47.35,1,16.24
1100,0,3,0.5,38.01,53.32161,-6.22137,119.89,3,23.02
1101,0,0,10.1,37.82,53.32646,-6.22977,115.62,3,28.01
1102,0,1,7.3,38.39,53.34711,-6.2487,98.22,1,27.07
1103,0,3,11.5,38.49,53.3244,-6.25951,116.54,0,20.07
1104,1,1,9.7,38.47,53.34795,-6.24946,116.83,2,13.13
1105,0,1,8.6,37.99,53.3216,-6.22665,136.74,2,29.21
1106,0,3,1.4,38.84,53.3485,-6.24295,98.37,3,16.04
1107,1,0,5.4,38.68,53.34336,-6.24972,85.37,2,22.51
1108,0,1,11.3,38.53,53.3472,-6.22925,110.98,0,14.28
1109,1,2,14.7,38.62,53.32522,-6.24301,87.04,0,17.87
1110,1,3,10.7,38.65,53.34403,-6.22536,127.06,1,19.7
1111,1,3,8.8,38.35,53.33408,-6.22666,48.86,0,16.48
1112,1,1,5.9,38.95,53.3423,-6.23808,60.61,3,22.97
1113,1,0,2.1,38.56,53.32477,-6.24074,58.18,1,16.04
1114,0,1,12.3,37.92,53.34004,-6.24665,75.58,0,13.66
1115,0,2,8.8,38.23,53.34983,-6.24271,114.21,3,24.73
1116,0,2,11.7,39.81,53.34182,-6.23594,86.02,0,18.66
1117,0,1,7.6,39.56,53.33286,-6.25482,63.81,2,14.43
1118,1,1,11.6,38.49,53.34427,-6.2221,120.65,2,8.31
1119,1,0,11.1,40.34,53.33233,-6.23061,131.31,0,14.34
1120,0,2,7.6,38.14,53.32656,-6.25116,82.31,0,14.6
1121,0,3,13.3,38.15,53.33411,-6.24122,62.98,1,30.66
1122,0,2,6.9,38.42,53.33994,-6.24168,74.02,0,19.16
1123,0,2,3.8,38.68,53.32668,-6.22702,69.79,0,24.22
1124,0,2,9.1,39.36,53.34691,-6.2353,66.66,3,20.8
1125,0,1,14.6,38.24,53.32859,-6.23688,114.43,1,20.42
1126,0,1,5.3,38.71,53.34854,-6.24435,52.12,1,19.49
1127,0,1,9.1,38.76,53.3327,-6.25801,95.65,1,19.64
1128,0,0,1.3,38.29,53.34415,-6.22948,108.15,0,7.24
1129,1,1,8.9,38.03,53.34323,-6.23373,96.65,2,11.09
1130,1,2,1.2,38.33,53.34344,-6.25551,66.1,0,24.35
1131,0,3,1.6,37.96,53.32798,-6.25317,99.47,0,14.17
1132,1,2,7.9,38.64,53.33387,-6.25495,108.74,2,23.13
1133,1,0,9.7,36.45,53.33766,-6.23677,112.83,2,15.72
1134,0,1,2.8,37.61,53.32681,-6.23025,103.71,0,22.68
1135,1,2,12.2,38.26,53.34589,-6.25057,116.57,2,10.2
1136,1,0,13.6,38.22,53.33859,-6.2294,54.4,0,21.79
1137,1,2,2.2,38.54,53.33825,-6.22957,101.85,2,27.52
1138,0,3,12.8,39.53,53.32353,-6.2244,96.88,0,23.83
1139,1,0,0.9,36.91,53.33188,-6.25588,98.86,1,27.77
1140,1,0,7.4,38.71,53.33272,-6.25019,62.12,0,18.19
1141,0,0,4.6,39.76,53.3242,-6.22762,193.18,1,34.7
1142,0,2,7.3,38.7,53.32729,-6.24853,66.59,0,31.05
1143,0,3,5.2,38.13,53.32058,-6.25818,76.46,1,22.82
1144,0,3,14.0,40.78,53.32295,-6.22192,79.69,1,23.48
1145,1,0,13.6,38.62,53.32722,-6.2321,78.25,1,20.13
1146,0,0,14.8,38.0,53.32667,-6.23976,116.87,0,27.85
1147,0,0,6.5,38.79,53.34679,-6.2538,101.69,2,27.09
1148,1,1,1.5,38.22,53.34286,-6.24568,72.1,0,18.39
1149,1,0,12.9,38.23,53.3361,-6.22342,194.4,0,15.03
1150,0,1,8.2,37.69,53.34869,-6.23291,124.1,2,21.72
1151,0,0,5.6,39.91,53.33588,-6.23962,174.89,0,18.95
1152,1,3,5.8,38.8,53.32834,-6.24764,107.02,2,11.01
1153,1,3,5.8,38.04,53.32519,-6.25413,107.4,1,6.52
1154,1,2,5.5,39.08,53.34541,-6.25188,84.15,0,18.86
1155,1,1,9.5,38.72,53.32334,-6.24949,77.04,1,13.81
1156,1,2,7.2,39.61,53.33448,-6.25869,56.48,2,20.81
1157,0,2,3.3,38.35,53.32836,-6.23915,90.1,3,17.95
1158,0,2,5.1,38.84,53.34389,-6.22853,90.7,2,12.43
1159,1,1,14.0,40.88,53.34688,-6.23171,93.45,0,22.54
1160,0,1,8.4,38.6,53.34833,-6.23913,138.9,2,18.3
1161,1,1,6.4,38.16,53.33997,-6.24826,73.27,1,18.72
1162,1,0,5.1,38.51,53.34623,-6.25019,37.8,0,15.34
1163,1,0,12.5,37.52,53.33862,-6.22011,107.1,1,18.14
1164,0,2,11.5,38.18,53.34089,-6.25748,80.64,2,18.48
1165,1,0,4.5,38.82,53.33935,-6.23272,81.81,0,25.52
1166,0,2,3.2,37.75,53.33412,-6.24169,98.52,0,27.03
1167,1,3,7.9,38.02,53.33394,-6.23409,75.48,1,10.38
1168,1,3,5.3,39.19,53.32985,-6.24246,149.5,0,19.64
1169,0,3,6.3,38.67,53.32059,-6.22964,88.96,0,19.82
1170,1,2,0.9,37.7,53.33934,-6.2512,74.03,0,18.63
1171,1,2,7.0,38.59,53.33361,-6.23328,93.82,0,16.28
1172,0,2,12.2,38.15,53.32535,-6.24603,110.84,0,21.44
1173,0,1,4.3,38.25,53.32661,-6.22658,96.55,1,21.08
1174,1,0,7.3,38.92,53.3436,-6.25677,51.58,0,24.24
1175,0,0,7.5,37.78,53.33996,-6.23998,113.84,1,15.83
1176,1,2,5.9,40.06,53.34827,-6.25211,99.28,2,21.46
1177,0,2,1.8,37.98,53.3307,-6.23761,135.64,0,15.83
1178,1,2,8.7,38.4,53.34206,-6.2596,55.54,0,31.12
1179,1,2,8.1,38.08,53.33808,-6.24083,53.98,0,20.26
1180,0,0,11.4,37.61,53.33494,-6.259,100.58,0,8.63
1181,1,1,14.5,38.77,53.3275,-6.22578,117.62,0,18.64
1182,1,0,3.2,38.58,53.338,-6.22848,82.9,1,17.16
1183,1,0,6.3,37.92,53.33687,-6.23667,99.04,2,13.32
1184,1,0,5.6,38.48,53.34723,-6.23835,91.04,2,5.62
1185,1,3,2.3,38.83,53.34533,-6.23799,101.92,1,23.9
1186,0,2,4.1,40.12,53.32003,-6.22829,118.92,1,8.1
1187,0,3,1.1,38.98,53.34387,-6.22091,75.29,0,20.36
1188,0,0,13.1,37.35,53.33867,-6.24776,133.29,0,24.38
